SEX,How many times do you eat a day?,How many hours a day do you sleep?,How many times per week do you eat fastfood?,Average number of steps per day?,Cow's milk,Vegetable drinks (eg soy milk),Low-fat white yogurt,Fresh cheeses,Meat,Processed Meat (es prosciutto),Fish,Eggs,Legumes,Cooked vegetables,Raw vegetables,Fruits,Whole grains food,Nuts,Tofu,Do you eat differently at the weekend?,Do you play a sport (at least 5 hours/week)?,When are you hungry during the day?,What kind of snacks do you prefer?,Do you ever eat distracted or not at the table?,Do you eat fast?,Do you happen to eat uncontrollably even if you're not hungry?,Do you wake up to eat at night?,How do you sleep at night?,"You like salty or sweet? (where 10 - ""I love salt and hate sweet"" and 1 - ""I am the biggest fan of sweet"")",Do you eat alone or togheter?,Age,How many liters of water do you drink per day?,How many times do you consume alcoholic beverages in a week?,How stress affects on your eating habits?,How many sugary drinks do you consume per day?,Do you ever miss meals?
Ж,3,7-8,2,0-4000,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,"После обеда, Перед ужином","Фрукты, овощи, Бутерброды/сэндвичи",Да,Нет,Никогда,Никогда,Я с трудом засыпаю,8,Часто с кем-то,15-20,1,1,Начинаю есть меньше,0,"Да, из-за нехватки времени"
Ж,3,9-10,0,4000-7000,Иногда,Нет,Иногда,Да,Да,Нет,Иногда,Иногда,Нет,Иногда,Иногда,Да,Да,Нет,Нет,Нет,Нет,"Утром, После ужина","Фрукты, овощи",Да,Да,Часто (больше 1 раза в неделю),Никогда,Я с трудом засыпаю,6,"Часто в одиночестве, В одиночестве во время завтрака",15-20,1,0,Начинаю есть больше,0,Нет
Ж,4,5-6,1,4000-7000,Да,Нет,Нет,Да,Да,Нет,Иногда,Да,Нет,Да,Да,Да,Да,Да,Нет,Нет,Нет,Когда я просыпаюсь,"Сладости, Фрукты, овощи, Бутерброды/сэндвичи, Батончики, хлебцы",Да,Нет,Часто (больше 1 раза в неделю),Никогда,Хорошо,10,Часто с кем-то,21-30,2,1,Начинаю есть больше,1,Нет
Ж,1,5-6,2,0-4000,Иногда,Нет,Да,Да,Да,Нет,Да,Иногда,Иногда,Иногда,Иногда,Да,Да,Иногда,Нет,Нет,Нет,Днем,"Сладости, Фрукты, овощи",Да,Да,Нечасто (около 1-го раза в месяц),Никогда,"Я с трудом засыпаю, Я просыпаюсь несколько раз за ночь",5,Часто с кем-то,15-20,1,0,Начинаю есть меньше,1,Нет
Ж,2,7-8,1,4000-7000,Да,Да,Да,Да,Да,Нет,Нет,Да,Иногда,Да,Да,Да,Да,Да,Да,"Да, я больше ем дома",Да,Когда я просыпаюсь,"Фрукты, овощи, Бутерброды/сэндвичи",Да,Да,Нечасто (около 1-го раза в месяц),Никогда,"Я с трудом засыпаю, Я просыпаюсь несколько раз за ночь",9,Часто в одиночестве,15-20,1,0,Начинаю есть меньше,1,"Да, завтрак, Да, обед, Да, ужин"
Ж,3,7-8,0,15000+,Да,Нет,Иногда,Да,Да,Иногда,Да,Да,Да,Иногда,Да,Да,Да,Иногда,Нет,Нет,Да,"До обеда, Перед ужином","Сладости, Фрукты, овощи, Орехи",Да,Нет,Часто (больше 1 раза в неделю),Никогда,Хорошо,7,Часто в одиночестве,21-30,2,0,Начинаю есть больше,0,"Да, из-за нехватки времени"
Ж,2,7-8,0,4000-7000,Да,Нет,Иногда,Иногда,Да,Иногда,Иногда,Иногда,Иногда,Иногда,Иногда,Иногда,Да,Иногда,Иногда,"Да, я больше ем дома",Нет,"Днем, До обеда",Бутерброды/сэндвичи,Да,Нет,Нечасто (около 1-го раза в месяц),Никогда,Я с трудом засыпаю,5,Часто с кем-то,31-50,1,1,Начинаю есть меньше,1,"Да, завтрак, Да, из-за нехватки времени"
Ж,4,7-8,1,10000-15000,Да,Нет,Да,Да,Нет,Да,Иногда,Да,Иногда,Иногда,Да,Нет,Нет,Нет,Нет,"Да, я ем в ресторанах",Нет,"Днем, Перед ужином",Бутерброды/сэндвичи,Да,Да,Часто (больше 1 раза в неделю),Никогда,Я с трудом засыпаю,10,Часто в одиночестве,15-20,4,5,Начинаю есть меньше,0,"Да, завтрак"
Ж,3,5-6,2,4000-7000,Да,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Иногда,Нет,Нет,Да,"До обеда, После ужина","Сладости, Фрукты, овощи, Бутерброды/сэндвичи",Да,Нет,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,5,Часто в одиночестве,15-20,2,0,Начинаю есть больше,1,"Да, из-за нехватки времени"
Ж,3,7-8,0,7000-10000,Иногда,Нет,Иногда,Иногда,Да,Иногда,Иногда,Иногда,Иногда,Иногда,Да,Да,Да,Да,Нет,"Да, я ем в ресторанах",Да,"До обеда, Перед ужином","Сладости, Фрукты, овощи, Орехи",Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Я с трудом засыпаю,3,"Часто с кем-то, В одиночестве во время завтрака",21-30,1,1,Начинаю есть больше,1,Нет
Ж,3,7-8,3,7000-10000,Да,Нет,Нет,Да,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Иногда,Иногда,Нет,Нет,"Днем, Перед ужином, После ужина","Сладости, Бутерброды/сэндвичи",Да,Нет,Нечасто (около 1-го раза в месяц),Никогда,Я с трудом засыпаю,1,Часто с кем-то,15-20,2,0,Начинаю есть меньше,2,"Да, завтрак, Да, из-за нехватки времени"
М,3,5-6,1,7000-10000,Нет,Нет,Нет,Да,Да,Иногда,Иногда,Иногда,Нет,Иногда,Да,Да,Да,Иногда,Нет,"Да, я больше ем дома",Да,"До обеда, Перед ужином","Сладости, Фрукты, овощи, Бутерброды/сэндвичи",Да,Да,Нечасто (около 1-го раза в месяц),Нечасто (около 1-го раза в месяц),Я просыпаюсь несколько раз за ночь,6,Часто с кем-то,15-20,1,1,Никак не влияет,4,"Да, завтрак"
Ж,3,9-10,2,4000-7000,Да,Иногда,Иногда,Да,Да,Иногда,Иногда,Да,Иногда,Да,Да,Да,Да,Иногда,Нет,Нет,Нет,"Когда я просыпаюсь, До обеда","Сладости, Фрукты, овощи, Бутерброды/сэндвичи",Да,Да,Нечасто (около 1-го раза в месяц),Нечасто (около 1-го раза в месяц),Я с трудом засыпаю,5,"В одиночестве во время завтрака, В одиночестве во время ужина",15-20,1,0,Начинаю есть меньше,2,Нет
Ж,4,7-8,1,15000+,Да,Нет,Да,Нет,Да,Не знаю,Да,Иногда,Не знаю,Да,Иногда,Да,Да,Иногда,Нет,Нет,Да,"Утром, Днем, Перед ужином","Сладости, Фрукты, овощи, Бутерброды/сэндвичи, Батончики, хлебцы",Да,Да,Нечасто (около 1-го раза в месяц),Нечасто (около 1-го раза в месяц),Хорошо,5,Часто в одиночестве,15-20,2,0,Начинаю есть меньше,2,"Да, из-за нехватки времени"
Ж,3,7-8,0,4000-7000,Да,Иногда,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,"Да, я ем в ресторанах",Да,"Когда я просыпаюсь, Утром, До обеда","Фрукты, овощи",Да,Нет,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,3,В одиночестве во время завтрака,21-30,2,0,Начинаю есть больше,0,"Да, ужин"
Ж,4,7-8,1,7000-10000,Иногда,Нет,Нет,Да,Да,Нет,Да,Да,Иногда,Иногда,Да,Да,Да,Иногда,Нет,"Да, я больше ем дома",Нет,"Утром, До обеда, Перед ужином","Фрукты, овощи, Бутерброды/сэндвичи",Да,Да,Часто (больше 1 раза в неделю),Никогда,Хорошо,4,Часто с кем-то,15-20,2,0,Начинаю есть меньше,0,Нет
Ж,4,7-8,0,0-4000,Да,Нет,Не знаю,Иногда,Да,Иногда,Да,Да,Иногда,Да,Да,Да,Да,Иногда,Нет,"Да, я ем в ресторанах",Нет,"Когда я просыпаюсь, Перед ужином","Фрукты, овощи, Батончики, хлебцы",Да,Нет,Никогда,Никогда,Хорошо,5,Часто с кем-то,31-50,1,1,Начинаю есть меньше,1,"Да, обед"
Ж,3,7-8,1,4000-7000,Иногда,Иногда,Да,Иногда,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,"Да, я больше ем дома",Нет,"Когда я просыпаюсь, Перед ужином","Бутерброды/сэндвичи, Батончики, хлебцы",Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,5,"В одиночестве во время завтрака, В одиночестве во время ужина",15-20,2,0,Начинаю есть меньше,1,"Да, обед, Да, из-за нехватки времени"
Ж,3,7-8,3,10000-15000,Да,Нет,Иногда,Иногда,Да,Нет,Иногда,Да,Иногда,Иногда,Иногда,Да,Иногда,Нет,Нет,Нет,Нет,"Утром, До обеда, Перед ужином","Сладости, Фрукты, овощи, Бутерброды/сэндвичи",Да,Да,Никогда,Никогда,Хорошо,8,В одиночестве во время завтрака,15-20,1,1,Начинаю есть меньше,2,"Да, из-за нехватки времени"
Ж,3,5-6,1,0-4000,Да,Иногда,Да,Да,Да,Да,Да,Да,Нет,Иногда,Да,Иногда,Да,Иногда,Нет,Нет,Нет,Днем,"Сладости, Бутерброды/сэндвичи",Да,Да,Часто (больше 1 раза в неделю),Никогда,Хорошо,3,"Часто с кем-то, Часто в одиночестве",15-20,1,0,Никак не влияет,4,"Да, обед, Да, из-за нехватки времени"
Ж,4,5-6,1,4000-7000,Да,Иногда,Иногда,Да,Да,Нет,Иногда,Иногда,Да,Да,Да,Да,Да,Да,Нет,"Да, я больше ем дома",Да,"Утром, До обеда, Перед ужином","Фрукты, овощи, Орехи, Бутерброды/сэндвичи",Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,4,В одиночестве во время завтрака,15-20,1,0,Начинаю есть больше,1,"Да, ужин"
М,3,9-10,2,4000-7000,Иногда,Иногда,Нет,Да,Да,Да,Иногда,Да,Нет,Нет,Да,Да,Да,Да,Нет,"Да, я ем в ресторанах",Да,"После обеда, Перед ужином, После ужина","Сладости, Бутерброды/сэндвичи, Батончики, хлебцы",Да,Да,Нечасто (около 1-го раза в месяц),Часто (больше 1 раза в неделю),Хорошо,6,"Часто с кем-то, В одиночестве во время завтрака, В одиночестве во время обеда",15-20,1,1,Начинаю есть больше,3,"Да, завтрак"
